lat_municipio_residencia,lon_municipio_residencia,cod_municipio_residencia,universidad,curso_academico,count,log_count,Total,municipio,poblacion
27.75379,-18.00364,38013,uam,2017-18,1,0.0,3983,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2017-18,5,1.6094379124341003,3983,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2018-19,4,1.3862943611198906,4018,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2019-20,4,1.3862943611198906,4093,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2020-21,4,1.3862943611198906,4184,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2021-22,5,1.6094379124341003,4278,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2022-23,2,0.6931471805599453,4329,Frontera,Muy poco densa
27.75379,-18.00364,38013,urjc,2021-22,1,0.0,4278,Frontera,Muy poco densa
27.75379,-18.00364,38013,urjc,2022-23,1,0.0,4329,Frontera,Muy poco densa
27.8089,-17.91566,38048,uc3m,2020-21,1,0.0,5069,Valverde,Poco densa
27.8089,-17.91566,38048,uc3m,2021-22,1,0.0,5084,Valverde,Poco densa
27.8089,-17.91566,38048,uc3m,2022-23,1,0.0,5123,Valverde,Poco densa
27.8089,-17.91566,38048,ucm,2020-21,3,1.0986122886681098,5069,Valverde,Poco densa
27.8089,-17.91566,38048,ucm,2021-22,3,1.0986122886681098,5084,Valverde,Poco densa
27.8089,-17.91566,38048,ucm,2022-23,3,1.0986122886681098,5123,Valverde,Poco densa
27.8089,-17.91566,38048,urjc,2017-18,2,0.6931471805599453,4920,Valverde,Muy poco densa
27.8089,-17.91566,38048,urjc,2018-19,1,0.0,4955,Valverde,Muy poco densa
27.8089,-17.91566,38048,urjc,2019-20,1,0.0,5005,Valverde,Poco densa
27.8089,-17.91566,38048,urjc,2020-21,1,0.0,5069,Valverde,Poco densa
27.8089,-17.91566,38048,urjc,2021-22,3,1.0986122886681098,5084,Valverde,Poco densa
27.8089,-17.91566,38048,uva,2017-18,1,0.0,4920,Valverde,Muy poco densa
27.8089,-17.91566,38048,uva,2018-19,1,0.0,4955,Valverde,Muy poco densa
27.8089,-17.91566,38048,uva,2019-20,1,0.0,5005,Valverde,Poco densa
27.8089,-17.91566,38048,uva,2020-21,1,0.0,5069,Valverde,Poco densa
27.8089,-17.91566,38048,uva,2021-22,1,0.0,5084,Valverde,Poco densa
27.8089,-17.91566,38048,uva,2022-23,1,0.0,5123,Valverde,Poco densa
27.8837,-15.72398,35012,uam,2017-18,5,1.6094379124341003,19783,Mogán,Poco densa
27.8837,-15.72398,35012,uam,2018-19,4,1.3862943611198906,19657,Mogán,Poco densa
27.8837,-15.72398,35012,uam,2019-20,1,0.0,20072,Mogán,Poco densa
27.8837,-15.72398,35012,uam,2020-21,2,0.6931471805599453,20487,Mogán,Poco densa
27.8837,-15.72398,35012,uam,2021-22,3,1.0986122886681098,20572,Mogán,Poco densa
27.8837,-15.72398,35012,uam,2022-23,2,0.6931471805599453,20331,Mogán,Poco densa
27.8837,-15.72398,35012,uc3m,2017-18,2,0.6931471805599453,19783,Mogán,Poco densa
27.8837,-15.72398,35012,uc3m,2018-19,2,0.6931471805599453,19657,Mogán,Poco densa
27.8837,-15.72398,35012,uc3m,2019-20,2,0.6931471805599453,20072,Mogán,Poco densa
27.8837,-15.72398,35012,uc3m,2020-21,1,0.0,20487,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2017-18,9,2.1972245773362196,19783,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2018-19,10,2.302585092994046,19657,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2019-20,11,2.3978952727983707,20072,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2020-21,10,2.302585092994046,20487,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2021-22,11,2.3978952727983707,20572,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2022-23,11,2.3978952727983707,20331,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2017-18,5,1.6094379124341003,19783,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2018-19,5,1.6094379124341003,19657,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2019-20,5,1.6094379124341003,20072,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2020-21,4,1.3862943611198906,20487,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2021-22,3,1.0986122886681098,20572,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2022-23,3,1.0986122886681098,20331,Mogán,Poco densa
27.8837,-15.72398,35012,uva,2017-18,1,0.0,19783,Mogán,Poco densa
27.8837,-15.72398,35012,uva,2018-19,1,0.0,19657,Mogán,Poco densa
27.8837,-15.72398,35012,uva,2019-20,1,0.0,20072,Mogán,Poco densa
27.8837,-15.72398,35012,uva,2020-21,1,0.0,20487,Mogán,Poco densa
27.8837,-15.72398,35012,uva,2021-22,1,0.0,20572,Mogán,Poco densa
27.90411,-15.44564,35002,uc3m,2017-18,2,0.6931471805599453,30882,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uc3m,2018-19,6,1.791759469228055,31152,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uc3m,2019-20,7,1.9459101490553132,31619,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uc3m,2020-21,7,1.9459101490553132,31914,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uc3m,2021-22,4,1.3862943611198906,32105,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uc3m,2022-23,8,2.0794415416798357,32067,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2017-18,9,2.1972245773362196,30882,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2018-19,10,2.302585092994046,31152,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2019-20,14,2.6390573296152584,31619,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2020-21,14,2.6390573296152584,31914,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2021-22,13,2.5649493574615367,32105,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2022-23,15,2.70805020110221,32067,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2017-18,11,2.3978952727983707,30882,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2018-19,9,2.1972245773362196,31152,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2019-20,11,2.3978952727983707,31619,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2020-21,9,2.1972245773362196,31914,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2021-22,11,2.3978952727983707,32105,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2022-23,10,2.302585092994046,32067,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uva,2017-18,2,0.6931471805599453,30882,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uva,2018-19,4,1.3862943611198906,31152,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uva,2019-20,2,0.6931471805599453,31619,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uva,2020-21,1,0.0,31914,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uva,2022-23,1,0.0,32067,Agüimes,Moderadamente densa
27.91272,-15.54124,35022,ucm,2017-18,28,3.332204510175204,70396,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,ucm,2018-19,22,3.091042453358316,71863,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,ucm,2019-20,22,3.091042453358316,73328,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,ucm,2020-21,16,2.772588722239781,74602,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,ucm,2021-22,17,2.833213344056216,73573,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,ucm,2022-23,18,2.8903717578961645,74560,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2017-18,11,2.3978952727983707,70396,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2018-19,12,2.4849066497880004,71863,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2019-20,13,2.5649493574615367,73328,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2020-21,12,2.4849066497880004,74602,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2021-22,20,2.995732273553991,73573,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2022-23,17,2.833213344056216,74560,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2017-18,1,0.0,70396,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2018-19,1,0.0,71863,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2019-20,1,0.0,73328,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2020-21,2,0.6931471805599453,74602,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2021-22,2,0.6931471805599453,73573,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2022-23,2,0.6931471805599453,74560,Santa Lucía de Tirajana,Moderadamente densa
27.92047,-15.44246,35011,uam,2017-18,10,2.302585092994046,30529,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uam,2018-19,9,2.1972245773362196,30831,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uam,2019-20,11,2.3978952727983707,31321,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uam,2020-21,11,2.3978952727983707,31694,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uam,2021-22,5,1.6094379124341003,31887,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uam,2022-23,7,1.9459101490553132,31932,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uc3m,2017-18,6,1.791759469228055,30529,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uc3m,2018-19,7,1.9459101490553132,30831,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uc3m,2019-20,3,1.0986122886681098,31321,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uc3m,2020-21,3,1.0986122886681098,31694,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uc3m,2021-22,3,1.0986122886681098,31887,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2017-18,8,2.0794415416798357,30529,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2018-19,11,2.3978952727983707,30831,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2019-20,8,2.0794415416798357,31321,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2020-21,10,2.302585092994046,31694,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2021-22,9,2.1972245773362196,31887,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2022-23,6,1.791759469228055,31932,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2017-18,5,1.6094379124341003,30529,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2018-19,6,1.791759469228055,30831,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2019-20,5,1.6094379124341003,31321,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2020-21,6,1.791759469228055,31694,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2021-22,5,1.6094379124341003,31887,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2022-23,12,2.4849066497880004,31932,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uva,2017-18,1,0.0,30529,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uva,2021-22,2,0.6931471805599453,31887,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uva,2022-23,2,0.6931471805599453,31932,Ingenio,Moderadamente densa
27.92461,-15.573,35018,uam,2017-18,6,1.791759469228055,18249,San Bartolomé,Poco densa
27.92461,-15.573,35018,uam,2018-19,5,1.6094379124341003,18327,San Bartolomé,Poco densa
27.92461,-15.573,35018,uam,2019-20,6,1.791759469228055,18816,San Bartolomé,Poco densa
27.92461,-15.573,35018,uam,2020-21,6,1.791759469228055,19099,San Bartolomé,Poco densa
27.92461,-15.573,35018,uam,2021-22,3,1.0986122886681098,19058,San Bartolomé,Poco densa
27.92461,-15.573,35018,uam,2022-23,2,0.6931471805599453,18989,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2017-18,35,3.5553480614894135,18249,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2018-19,37,3.6109179126442243,18327,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2019-20,48,3.871201010907891,18816,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2020-21,50,3.912023005428146,19099,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2021-22,50,3.912023005428146,19058,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2022-23,42,3.7376696182833684,18989,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2017-18,8,2.0794415416798357,18249,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2018-19,6,1.791759469228055,18327,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2019-20,3,1.0986122886681098,18816,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2020-21,5,1.6094379124341003,19099,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2021-22,7,1.9459101490553132,19058,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2022-23,9,2.1972245773362196,18989,San Bartolomé,Poco densa
27.92461,-15.573,35018,uva,2017-18,1,0.0,18249,San Bartolomé,Poco densa
27.92461,-15.573,35018,uva,2019-20,2,0.6931471805599453,18816,San Bartolomé,Poco densa
27.92461,-15.573,35018,uva,2020-21,2,0.6931471805599453,19099,San Bartolomé,Poco densa
27.92461,-15.573,35018,uva,2021-22,3,1.0986122886681098,19058,San Bartolomé,Poco densa
27.92461,-15.573,35018,uva,2022-23,3,1.0986122886681098,18989,San Bartolomé,Poco densa
27.92461,-15.573,35019,uam,2018-19,1,0.0,53588,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uam,2019-20,1,0.0,53443,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uam,2020-21,1,0.0,53397,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uam,2021-22,2,0.6931471805599453,53066,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uam,2022-23,1,0.0,52936,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uc3m,2022-23,3,1.0986122886681098,52936,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2017-18,43,3.7612001156935624,53542,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2018-19,39,3.6635616461296463,53588,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2019-20,46,3.828641396489095,53443,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2020-21,42,3.7376696182833684,53397,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2021-22,48,3.871201010907891,53066,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2022-23,39,3.6635616461296463,52936,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2017-18,19,2.9444389791664403,53542,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2018-19,14,2.6390573296152584,53588,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2019-20,12,2.4849066497880004,53443,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2020-21,10,2.302585092994046,53397,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2021-22,13,2.5649493574615367,53066,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2022-23,11,2.3978952727983707,52936,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uva,2017-18,1,0.0,53542,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uva,2022-23,1,0.0,52936,San Bartolomé de Tirajana,Moderadamente densa
27.99022,-15.78118,35020,ucm,2018-19,1,0.0,7608,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,ucm,2019-20,1,0.0,7504,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,ucm,2020-21,1,0.0,7508,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,ucm,2021-22,1,0.0,7516,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,ucm,2022-23,1,0.0,7536,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,urjc,2017-18,1,0.0,7613,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,urjc,2022-23,1,0.0,7536,"Aldea de San Nicolás, La",Poco densa
27.99119,-15.49928,35031,uam,2020-21,2,0.6931471805599453,9377,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,uam,2021-22,3,1.0986122886681098,9382,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,uam,2022-23,2,0.6931471805599453,9490,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2017-18,4,1.3862943611198906,9191,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2018-19,7,1.9459101490553132,9278,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2019-20,9,2.1972245773362196,9340,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2020-21,8,2.0794415416798357,9377,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2021-22,10,2.302585092994046,9382,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2022-23,8,2.0794415416798357,9490,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2017-18,4,1.3862943611198906,9191,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2018-19,4,1.3862943611198906,9278,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2019-20,2,0.6931471805599453,9340,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2020-21,1,0.0,9377,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2021-22,2,0.6931471805599453,9382,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2022-23,2,0.6931471805599453,9490,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,uva,2022-23,1,0.0,9490,Valsequillo de Gran Canaria,Poco densa
27.99499,-15.61547,35025,uc3m,2017-18,3,1.0986122886681098,1950,Tejeda,Muy poco densa
27.99499,-15.61547,35025,uc3m,2018-19,3,1.0986122886681098,1921,Tejeda,Muy poco densa
27.99604,-15.41789,35026,uam,2017-18,9,2.1972245773362196,102005,Telde,Densa
27.99604,-15.41789,35026,uam,2018-19,9,2.1972245773362196,102424,Telde,Densa
27.99604,-15.41789,35026,uam,2019-20,12,2.4849066497880004,102647,Telde,Densa
27.99604,-15.41789,35026,uam,2020-21,11,2.3978952727983707,102791,Telde,Densa
27.99604,-15.41789,35026,uam,2021-22,8,2.0794415416798357,102769,Telde,Densa
27.99604,-15.41789,35026,uam,2022-23,7,1.9459101490553132,102472,Telde,Densa
27.99604,-15.41789,35026,uc3m,2017-18,42,3.7376696182833684,102005,Telde,Densa
27.99604,-15.41789,35026,uc3m,2018-19,39,3.6635616461296463,102424,Telde,Densa
27.99604,-15.41789,35026,uc3m,2019-20,41,3.713572066704308,102647,Telde,Densa
27.99604,-15.41789,35026,uc3m,2020-21,44,3.784189633918261,102791,Telde,Densa
27.99604,-15.41789,35026,uc3m,2021-22,36,3.58351893845611,102769,Telde,Densa
27.99604,-15.41789,35026,uc3m,2022-23,29,3.367295829986474,102472,Telde,Densa
27.99604,-15.41789,35026,ucm,2017-18,69,4.23410650459726,102005,Telde,Densa
27.99604,-15.41789,35026,ucm,2018-19,60,4.0943445622221,102424,Telde,Densa
27.99604,-15.41789,35026,ucm,2019-20,62,4.127134385045092,102647,Telde,Densa
27.99604,-15.41789,35026,ucm,2020-21,60,4.0943445622221,102791,Telde,Densa
27.99604,-15.41789,35026,ucm,2021-22,55,4.007333185232471,102769,Telde,Densa
27.99604,-15.41789,35026,ucm,2022-23,55,4.007333185232471,102472,Telde,Densa
27.99604,-15.41789,35026,urjc,2017-18,34,3.5263605246161616,102005,Telde,Densa
27.99604,-15.41789,35026,urjc,2018-19,38,3.6375861597263857,102424,Telde,Densa
27.99604,-15.41789,35026,urjc,2019-20,52,3.9512437185814275,102647,Telde,Densa
27.99604,-15.41789,35026,urjc,2020-21,50,3.912023005428146,102791,Telde,Densa
27.99604,-15.41789,35026,urjc,2021-22,53,3.970291913552122,102769,Telde,Densa
27.99604,-15.41789,35026,urjc,2022-23,42,3.7376696182833684,102472,Telde,Densa
27.99604,-15.41789,35026,uva,2017-18,1,0.0,102005,Telde,Densa
27.99604,-15.41789,35026,uva,2018-19,1,0.0,102424,Telde,Densa
27.99604,-15.41789,35026,uva,2020-21,1,0.0,102791,Telde,Densa
27.99604,-15.41789,35026,uva,2021-22,2,0.6931471805599453,102769,Telde,Densa
27.99604,-15.41789,35026,uva,2022-23,4,1.3862943611198906,102472,Telde,Densa
28.01057,-15.53256,35033,uam,2017-18,1,0.0,7562,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,uam,2018-19,1,0.0,7625,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,uam,2019-20,1,0.0,7556,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,uam,2020-21,1,0.0,7569,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,uam,2021-22,1,0.0,7645,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,uam,2022-23,1,0.0,7682,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2017-18,5,1.6094379124341003,7562,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2018-19,5,1.6094379124341003,7625,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2019-20,5,1.6094379124341003,7556,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2020-21,1,0.0,7569,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2021-22,1,0.0,7645,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2022-23,1,0.0,7682,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,urjc,2017-18,1,0.0,7562,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,urjc,2018-19,1,0.0,7625,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,urjc,2019-20,1,0.0,7556,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,urjc,2020-21,1,0.0,7569,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,urjc,2022-23,1,0.0,7682,Vega de San Mateo,Poco densa
28.02005,-15.64664,35005,ucm,2020-21,1,0.0,1049,Artenara,Muy poco densa
28.0306,-15.49134,35021,uam,2017-18,11,2.3978952727983707,18295,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uam,2018-19,12,2.4849066497880004,18314,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uam,2019-20,14,2.6390573296152584,18263,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uam,2020-21,13,2.5649493574615367,18394,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uam,2021-22,10,2.302585092994046,18297,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uam,2022-23,6,1.791759469228055,18341,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2017-18,16,2.772588722239781,18295,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2018-19,26,3.258096538021482,18314,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2019-20,28,3.332204510175204,18263,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2020-21,31,3.4339872044851463,18394,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2021-22,28,3.332204510175204,18297,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2022-23,31,3.4339872044851463,18341,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2017-18,51,3.9318256327243257,18295,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2018-19,42,3.7376696182833684,18314,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2019-20,40,3.6888794541139363,18263,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2020-21,41,3.713572066704308,18394,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2021-22,39,3.6635616461296463,18297,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2022-23,29,3.367295829986474,18341,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2017-18,18,2.8903717578961645,18295,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2018-19,18,2.8903717578961645,18314,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2019-20,15,2.70805020110221,18263,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2020-21,14,2.6390573296152584,18394,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2021-22,13,2.5649493574615367,18297,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2022-23,9,2.1972245773362196,18341,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2017-18,2,0.6931471805599453,18295,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2018-19,2,0.6931471805599453,18314,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2019-20,1,0.0,18263,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2020-21,1,0.0,18394,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2021-22,1,0.0,18297,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2022-23,1,0.0,18341,Santa Brígida,Poco densa
28.04794,-15.5737,35032,uc3m,2017-18,1,0.0,3810,Valleseco,Muy poco densa
28.04794,-15.5737,35032,uc3m,2018-19,1,0.0,3784,Valleseco,Muy poco densa
28.04794,-15.5737,35032,uc3m,2020-21,1,0.0,3727,Valleseco,Muy poco densa
28.04794,-15.5737,35032,uc3m,2022-23,1,0.0,3750,Valleseco,Muy poco densa
28.04794,-15.5737,35032,ucm,2017-18,1,0.0,3810,Valleseco,Muy poco densa
28.04794,-15.5737,35032,ucm,2018-19,1,0.0,3784,Valleseco,Muy poco densa
28.04794,-15.5737,35032,ucm,2020-21,4,1.3862943611198906,3727,Valleseco,Muy poco densa
28.04794,-15.5737,35032,ucm,2021-22,4,1.3862943611198906,3754,Valleseco,Muy poco densa
28.04794,-15.5737,35032,ucm,2022-23,4,1.3862943611198906,3750,Valleseco,Muy poco densa
28.04794,-15.5737,35032,uva,2017-18,3,1.0986122886681098,3810,Valleseco,Muy poco densa
28.04794,-15.5737,35032,uva,2018-19,3,1.0986122886681098,3784,Valleseco,Muy poco densa
28.04794,-15.5737,35032,uva,2019-20,3,1.0986122886681098,3749,Valleseco,Muy poco densa
