curso_academico,des_provincia_centro_sec,nota_media
2020-21,Guadalajara,10.279869841269841
2020-21,Gipuzkoa,10.338302325581395
2020-21,Huelva,11.476405405405405
2020-21,Huesca,11.295918032786886
2020-21,Baleares,10.366430622009569
2020-21,Jaén,11.291635294117647
2020-21,La Rioja,11.30376
2020-21,Las Palmas,11.295476868327402
2020-21,León,11.210669902912622
2020-21,Lérida,10.027764705882353
2020-21,Lugo,11.817742857142857
2020-21,Madrid,10.114217715617716
2020-21,Melilla,10.644333333333334
2020-21,Murcia,11.213801242236025
2020-21,Málaga,11.275005882352941
2020-21,Navarra,10.892155339805825
2020-21,Orense,11.437481481481482
2020-21,Palencia,9.423113402061857
2020-21,Pontevedra,10.954454545454546
2020-21,Salamanca,11.269586206896552
2020-21,Santa Cruz de Tenerife,11.718438053097346
2020-21,Segovia,9.61888735632184
2020-21,Sevilla,11.004303370786518
2020-21,Soria,9.655507692307692
2020-21,Tarragona,10.873529411764705
2020-21,Teruel,11.244181818181818
2020-21,Toledo,10.769359818388196
2020-21,Valencia,10.45463725490196
2020-21,Valladolid,9.617988467874794
2020-21,Bizkaia,9.731727272727273
2020-21,Zamora,11.049379310344829
2020-21,Zaragoza,11.158175824175824
2020-21,Álava,11.581541666666666
2020-21,Ávila,10.834272727272726
2021-22,La Coruña,11.788677966101694
2021-22,Albacete,11.353036585365853
2021-22,Alicante,11.639396313364054
2021-22,Almería,12.522627906976744
2021-22,Asturias,11.856793103448275
2021-22,Badajoz,12.094896265560166
2021-22,Barcelona,10.301340909090909
2021-22,Burgos,11.784968503937009
2021-22,Cantabria,11.939369565217392
2021-22,Castellón,11.062000000000001
2021-22,Ceuta,10.786
2021-22,Ciudad Real,11.530695238095237
2021-22,Cuenca,11.174970297029704
2021-22,Cáceres,11.660717171717172
2021-22,Cádiz,11.594563953488372
2021-22,Córdoba,11.747219512195123
2021-22,Gerona,12.358444444444444
2021-22,Granada,11.78614
2021-22,Guadalajara,10.46653582554517
2021-22,Gipuzkoa,10.920442307692309
2021-22,Huelva,11.662881355932203
2021-22,Huesca,11.469358208955224
2021-22,Baleares,10.786857142857142
2021-22,Jaén,11.791758333333332
2021-22,La Rioja,11.671496183206106
2021-22,Las Palmas,11.733347305389222
2021-22,León,11.569541353383459
2021-22,Lérida,10.840333333333334
2021-22,Lugo,12.192245283018867
2021-22,Madrid,10.533396808173968
2021-22,Melilla,11.62378947368421
2021-22,Murcia,12.10248409893993
2021-22,Málaga,11.847394849785408
2021-22,Navarra,11.071291666666667
2021-22,Orense,11.486058823529412
2021-22,Palencia,10.12867554479419
2021-22,Pontevedra,11.380872727272727
2021-22,Salamanca,11.861720930232558
2021-22,Santa Cruz de Tenerife,12.046987012987014
2021-22,Segovia,10.340870292887029
2021-22,Sevilla,11.694785123966941
2021-22,Soria,10.669584269662922
2021-22,Tarragona,10.699565217391305
2021-22,Teruel,11.451307692307692
2021-22,Toledo,11.277892063492065
2021-22,Valencia,11.0893359375
2021-22,Valladolid,10.471541967759867
2021-22,Bizkaia,10.58605357142857
2021-22,Zamora,11.411810810810811
2021-22,Zaragoza,12.052072222222222
2021-22,Álava,11.090228571428572
2021-22,Ávila,11.09240336134454
2022-23,La Coruña,11.419995073891625
2022-23,Albacete,11.651849315068494
2022-23,Alicante,11.4082096069869
2022-23,Almería,12.120150326797386
2022-23,Asturias,11.762488888888889
2022-23,Badajoz,11.973064356435644
2022-23,Barcelona,10.042555555555555
2022-23,Burgos,10.96776779026217
2022-23,Cantabria,11.013020325203252
2022-23,Castellón,11.193999999999999
2022-23,Ceuta,12.088615384615384
2022-23,Ciudad Real,11.5805
2022-23,Cuenca,10.98049
2022-23,Cáceres,11.506395454545455
2022-23,Cádiz,11.762874345549738
2022-23,Córdoba,11.920164835164835
2022-23,Gerona,11.080428571428572
2022-23,Granada,11.996396551724139
2022-23,Guadalajara,10.524613559322034
2022-23,Gipuzkoa,11.263438356164384
2022-23,Huelva,11.92130909090909
2022-23,Huesca,11.761584615384615
2022-23,Baleares,10.715616033755275
2022-23,Jaén,11.51079365079365
2022-23,La Rioja,11.053295302013423
2022-23,Las Palmas,11.866085253456221
2022-23,León,11.481306010928963
2022-23,Lérida,10.732619047619048
2022-23,Lugo,11.807763636363637
2022-23,Madrid,10.601901054746358
2022-23,Melilla,11.185055555555557
2022-23,Murcia,11.923127208480565
2022-23,Málaga,11.922328519855595
2022-23,Navarra,10.490019736842106
2022-23,Orense,11.38637777777778
2022-23,Palencia,10.31689219330855
2022-23,Pontevedra,11.252450261780105
2022-23,Salamanca,11.575617647058824
2022-23,Santa Cruz de Tenerife,11.822393548387097
2022-23,Segovia,10.326023201856147
2022-23,Sevilla,11.936313559322032
2022-23,Soria,10.690345679012346
2022-23,Tarragona,11.23442105263158
2022-23,Teruel,10.985
2022-23,Toledo,11.060186023622046
2022-23,Valencia,10.884412844036698
2022-23,Valladolid,10.363138181818183
2022-23,Bizkaia,11.012942028985508
2022-23,Zamora,10.966753424657535
2022-23,Zaragoza,10.824
2022-23,Álava,10.875333333333334
2022-23,Ávila,10.93327906976744
2023-24,La Coruña,11.71731693989071
2023-24,Albacete,11.690597014925373
2023-24,Alicante,10.924061111111111
2023-24,Almería,11.878567567567567
2023-24,Asturias,11.67698
2023-24,Badajoz,11.8222
2023-24,Barcelona,9.517012987012986
2023-24,Burgos,11.060390946502059
2023-24,Cantabria,11.298710526315789
2023-24,Castellón,10.576878048780488
2023-24,Ceuta,12.078470588235295
2023-24,Ciudad Real,11.510772946859904
2023-24,Cuenca,11.494820754716981
2023-24,Cáceres,11.646832558139534
2023-24,Cádiz,11.543622950819671
2023-24,Córdoba,11.571813333333333
2023-24,Gerona,11.042380952380952
2023-24,Granada,11.899886075949366
2023-24,Guadalajara,10.491375394321766
2023-24,Gipuzkoa,10.986692307692307
2023-24,Huelva,11.568052631578947
2023-24,Huesca,11.52168656716418
2023-24,Baleares,10.63539903846154
2023-24,Jaén,11.243192307692308
2023-24,La Rioja,10.831682432432432
2023-24,Las Palmas,11.403267692307692
2023-24,León,11.357779761904762
2023-24,Lérida,10.8614
2023-24,Lugo,11.138960784313726
2023-24,Madrid,10.64991986549631
2023-24,Melilla,12.427833333333334
2023-24,Murcia,11.739880341880342
2023-24,Málaga,11.645916943521595
2023-24,Navarra,10.37049696969697
2023-24,Orense,11.6865625
2023-24,Palencia,10.099036231884057
2023-24,Pontevedra,11.189088050314465
2023-24,Salamanca,11.027000000000001
2023-24,Santa Cruz de Tenerife,11.793682352941177
2023-24,Segovia,10.572900677200904
2023-24,Sevilla,11.555783018867924
2023-24,Soria,10.289488505747126
2023-24,Tarragona,9.612
2023-24,Teruel,11.404846153846155
2023-24,Toledo,11.079455020920502
2023-24,Valencia,10.732890243902439
2023-24,Valladolid,10.177057815845824
2023-24,Bizkaia,10.3962
2023-24,Zamora,10.978535714285714
2023-24,Zaragoza,11.132536231884057
2023-24,Álava,10.781791666666665
2023-24,Ávila,10.49482183908046
